acao,CAGR LUCROS 5 ANOS,CAGR RECEITAS 5 ANOS,DIVIDEND YIELD (DY),DÍVIDA BRUTA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBIT,DÍVIDA LÍQUIDA / EBITDA,EV/EBIT,EV/EBITDA,GIRO ATIVOS,LIQUIDEZ CORRENTE,LPA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,MARGEM LÍQUIDA,P/ATIVO,P/ATIVO CIRC LIQ,P/CAP.GIRO,P/EBIT,P/EBITDA,P/L,P/RECEITA (PSR),P/VP,PASSIVOS / ATIVOS,PATRIMÔNIO / ATIVOS,PAYOUT,ROA,ROE,ROIC,VPA,ROIC_Atual,ROIC_2023
dxco3,45.815,11.2675,5.0825000000000005,0.71,2.2,1.2425,13.8975,7.380000000000001,0.5325,1.585,1.125,31.5725,16.104999999999997,27.335,11.46,0.845,-1.2875,6.7625,11.697499999999998,6.1375,17.5975,1.625,1.925,0.5700000000000001,0.43000000000000005,68.2775,6.375,14.9825,10.620000000000001,7.4425,9.05,9.05
ealt3,53.5875,18.497500000000002,1.685,0.5825,2.7575,2.075,8.237499999999999,6.1825,0.79,1.1199999999999999,1.28,23.39,11.2925,14.924999999999999,8.142499999999998,0.625,-1.0150000000000001,-25.557499999999997,7.605,5.6899999999999995,10.8275,0.8325,1.4849999999999999,1.17,0.42,13.985,6.305000000000001,15.16,11.7975,8.3225,13.4,13.4
ealt4,53.5875,18.497500000000002,2.915,0.5825,2.7575,2.075,8.237499999999999,6.1825,0.79,1.1199999999999999,1.28,23.39,11.2925,14.924999999999999,8.142499999999998,0.3275,-0.53,-22.2875,3.8600000000000003,2.9025000000000003,5.5175,0.4225,0.7849999999999999,1.17,0.42,13.985,6.305000000000001,15.16,11.7975,8.3225,13.4,13.4
ecor3,-2.455,9.209999999999999,0.0425,48.8775,8.42,5.404999999999999,15.9875,10.0725,0.3275,0.635,0.0,37.6175,25.232499999999998,38.28,-0.8349999999999997,0.575,-0.6975,-6.199999999999999,7.567499999999999,4.6675,-14.1725,1.7025000000000001,52.9175,0.9175,0.07616075,0.5375,-0.47499999999999987,-209.9125,7.425000000000001,1.7625,10.04,10.04
ecpr3,0.0,0.0,0.0,0.0,0.045,1.165,-4.6525,-55.91750000000002,0.0,2.075,-11.895,0.0,0.0,0.0,0.0,0.2675,-0.2675,125.8125,-4.577500000000001,-46.68000000000001,-2.845,0.0,0.5,0.3275,0.42250000000000004,-5.6525,-7.922499999999999,-14.1875,-16.7075,64.08749999999999,-7.36,0.0
ecpr4,0.0,0.0,0.0,0.0,0.045,1.165,-4.6525,-55.91750000000002,0.0,2.075,-11.895,0.0,0.0,0.0,0.0,0.27249999999999996,-0.275,126.35499999999999,-4.835,-69.29999999999998,-2.99,0.0,0.5125,0.3275,0.42250000000000004,-5.6525,-7.922499999999999,-14.1875,-16.7075,64.08749999999999,-7.36,0.0
eeel3,1.33,5.805000000000001,14.5,0.36250000000000004,0.1275,0.05081175,7.505000000000001,2.9475000000000002,52.79250000000001,1.8699999999999999,43.105000000000004,54.285,49.1125,976.4625,32.1175,187.39249999999998,0.02249999999999991,2.5149999999999997,7.364999999999999,2.8925,18.209999999999997,3.0799999999999996,1.75,0.645,117.85499999999999,157.7175,1889.21,20.675,16.2425,226.61499999999998,17.61,17.61
eeel4,1.33,5.805000000000001,12.995,0.36250000000000004,0.1275,0.05081175,7.505000000000001,2.9475000000000002,52.79250000000001,1.8699999999999999,43.105000000000004,54.285,49.1125,976.4625,32.1175,220.155,0.09499999999999992,2.9375,8.06,2.9725,18.6875,3.4725,1.995,0.645,117.85499999999999,157.7175,1889.21,20.675,16.2425,226.61499999999998,17.61,17.61
egie3,7.535,11.895,4.915,2.2199999999999998,2.6,2.1875,9.555,8.035,0.33,1.3225,2.86,45.2475,44.255,52.4775,20.305,1.0074999999999998,-1.2850000000000001,25.3875,6.955,5.8500000000000005,15.6025,3.0625,4.5424999999999995,0.78,0.22,98.2275,6.6775,30.112499999999997,17.975,9.530000000000001,18.61,18.61
ektr3,13.025,7.845,8.06,1.5025,3.0300000000000002,2.4825,7.619999999999999,6.235,0.8125000000000001,1.115,3.1025,21.19,16.3475,19.847500000000004,7.9025,0.585,-0.8575,14.1625,4.5125,3.6950000000000003,10.870000000000001,0.7225000000000001,1.875,0.745,0.3125,68.8725,7.5725,20.7675,13.084999999999999,15.1575,18.77,18.77
ektr4,13.025,7.845,8.1625,1.5025,3.0300000000000002,2.4825,7.619999999999999,6.235,0.8125000000000001,1.115,3.1025,21.19,16.3475,19.847500000000004,7.9025,0.5975,-0.8800000000000001,16.005,4.655,3.8075,10.6425,0.74,1.925,0.745,0.3125,68.8725,7.5725,20.7675,13.084999999999999,15.1575,18.77,18.77
elet3,2.5525,-4.15,3.8975,0.6174999999999999,3.5175,3.0,13.41,11.5175,0.1625,1.7125,2.855,67.46,29.3725,34.2025,21.515,0.4325,-0.5575,4.825,9.6575,8.299999999999999,15.469999999999999,2.7399999999999998,1.0675,0.5924999999999999,0.40499999999999997,60.11000000000001,3.4999999999999996,8.6075,5.825,35.8675,6.19,6.19
elet5,2.5525,-4.15,3.3274999999999997,0.6174999999999999,3.5175,3.0,13.41,11.5175,0.1625,1.7125,2.855,67.46,29.3725,34.2025,21.515,0.615,-0.7875,6.905000000000001,13.454999999999998,11.7525,22.945,3.8325000000000005,1.515,0.5924999999999999,0.40499999999999997,60.11000000000001,3.4999999999999996,8.6075,5.825,35.8675,6.19,6.19
elet6,2.5525,-4.15,4.095,0.6174999999999999,3.5175,3.0,13.41,11.5175,0.1625,1.7125,2.855,67.46,29.3725,34.2025,21.515,0.4375,-0.5625,4.865,9.775,8.395,15.66,2.7675,1.075,0.5924999999999999,0.40499999999999997,60.11000000000001,3.4999999999999996,8.6075,5.825,35.8675,6.19,6.19
elmd3,0.0,0.0,0.0,2.1975,-0.5425000000000001,78.4575,40.5375,84.17999999999999,0.2275,0.9000000000000001,-0.08499999999999999,27.1925,-1.2024999999999997,12.934999999999999,-6.079999999999999,0.39,-0.6125,-1.5975,41.0775,5.7225,-19.36,1.29,0.8300000000000001,0.495,0.255,0.0,-1.2650000000000001,-18.07,-0.8174999999999997,3.24,11.15,11.15
emae3,9.682500000000001,20.805,12.319999999999999,0.04,-1.0,0.3625000000000007,2.710000000000001,-1.160000000000002,0.28500000000000003,4.7325,3.445,25.315,11.222499999999998,12.427499999999998,26.650000000000002,0.3225,-0.5425,1.4100000000000001,-0.3250000000000002,-1.8774999999999995,4.615,1.15,0.7050000000000001,0.4775,0.5225,75.76249999999999,7.592499999999999,15.8375,1.9775,24.1625,6.29,6.29
emae4,9.682500000000001,20.805,3.9075,0.04,-1.0,0.3625000000000007,2.710000000000001,-1.160000000000002,0.28500000000000003,4.7325,3.445,25.315,11.222499999999998,12.427499999999998,26.650000000000002,1.38,-2.3,5.555,6.377499999999998,-1.2875000000000014,21.1075,4.842499999999999,2.825,0.4775,0.5225,75.76249999999999,7.592499999999999,15.8375,1.9775,24.1625,6.29,6.29
embr3,0.0,-0.4425000000000001,0.0125,1.1275,-8.885,-48.17,-15.067499999999999,28.03250000000001,0.3625,1.935,-2.08,15.405000000000001,-3.3025,4.405,-9.0675,0.245,-0.8325,0.97,-6.18,76.2,-22.720000000000002,0.7475,0.91,0.7075,0.2675,-0.14,-3.0125,-11.184999999999999,-3.4525,18.552500000000002,4.72,4.72
enat3,16.64,23.8875,8.9175,0.275,-2.7375000000000003,-1.095,6.2325,2.75,0.2475,3.0425,2.0275,37.145,51.565,82.5975,32.27,0.6525,-1.2475,2.33,8.97,3.8425000000000002,14.7975,2.6925000000000003,1.0825,0.40249999999999997,0.5975,155.95,8.3975,13.897499999999999,13.2975,13.0975,-0.08,-0.08
enbr3,12.8475,10.375,4.59,1.0175,2.385,1.94,6.4399999999999995,5.2250000000000005,0.52,1.1875,2.5925,23.89,18.5675,22.785,9.05,0.385,-0.5275000000000001,0.8550000000000002,4.0575,3.29,8.6575,0.7350000000000001,1.1849999999999998,0.64,0.3225,52.09,5.355,14.572499999999998,11.8825,17.737500000000004,12.85,12.85
enev3,20.240000000000002,16.16,0.0,0.9775,6.715,4.3675,23.902499999999996,15.959999999999999,0.21500000000000002,2.0425,1.2600000000000002,38.5475,29.315,43.3275,19.8125,1.1125,-1.3575,17.9225,17.1875,11.592500000000001,30.6625,5.1425,2.37,0.5475,0.4525,0.0,4.465,9.3025,6.322499999999999,12.9375,8.27,8.27
engi3,38.68,15.6075,4.4425,2.8350000000000004,4.76,3.2275,12.2225,8.1125,0.4725,1.185,0.7500000000000001,20.98,16.28,22.987499999999997,7.025,0.6875,-0.95,19.6625,9.915,6.57,30.2875,1.4675,4.49,0.825,0.15500000000000003,73.4775,3.635,20.717499999999998,10.5475,3.4699999999999998,11.43,11.43
engi4,38.68,15.6075,4.2375,2.8350000000000004,4.76,3.2275,12.2225,8.1125,0.4725,1.185,0.7500000000000001,20.98,16.28,22.987499999999997,7.025,0.40750000000000003,-0.5575,10.985000000000001,5.9125000000000005,3.8200000000000003,19.625,0.8575,2.66,0.825,0.15500000000000003,73.4775,3.635,20.717499999999998,10.5475,3.4699999999999998,11.43,11.43
enju3,0.0,0.0,0.0,0.0,5.75,7.489999999999999,-16.584999999999997,-22.05,0.635,9.43,-0.295,32.215,-66.935,-55.300000000000004,-57.932500000000005,1.64,-32.17,1.8875,-22.3375,-29.537499999999998,-22.7,9.825,1.77,0.21999999999999997,0.7799999999999999,0.0,-26.807499999999997,-50.46999999999999,-52.97999999999999,1.625,-22.07,-22.14
enmt3,92.89000000000001,12.855,3.6624999999999996,1.62,2.8975,2.6325,11.8575,10.6525,0.6075,1.085,3.5,25.95,21.245,23.995,12.5625,1.17,-1.65,23.02,8.8125,7.8925,16.4875,1.905,4.3575,0.8075000000000001,0.27249999999999996,64.4425,8.74,27.62,15.857500000000002,12.532499999999999,20.4,20.4
enmt4,92.89000000000001,12.855,3.285,1.62,2.8975,2.6325,11.8575,10.6525,0.6075,1.085,3.5,25.95,21.245,23.995,12.5625,1.1925,-1.685,23.1875,9.045,8.09,16.79,1.9525000000000001,4.4399999999999995,0.8075000000000001,0.27249999999999996,64.4425,8.74,27.62,15.857500000000002,12.532499999999999,20.4,20.4
epar3,19.3975,19.2975,5.6075,1.6675,0.8200000000000001,0.665,1.7825,1.535,3.405,1.3675,2.7399999999999998,16.722499999999997,7.0024999999999995,8.16,4.805,0.2925,-0.97,1.05,0.9625,0.8700000000000001,1.18,0.08,0.825,0.76,0.24,11.82,16.5975,73.58250000000001,40.1225,4.055,36.26,36.26
eqpa3,14.334999999999999,9.2625,6.9125000000000005,1.365,1.9249999999999998,1.5325,9.5075,7.5575,0.595,1.8775000000000002,0.41,30.05,19.2825,23.9525,12.4975,0.8475,-1.3499999999999999,6.5225,7.555,6.010000000000001,11.947499999999998,1.4075,3.175,0.7200000000000001,0.28,78.175,7.800000000000001,29.0475,15.335,1.46,26.84,26.84
eqpa5,14.334999999999999,9.2625,4.615,1.365,1.9249999999999998,1.5325,9.5075,7.5575,0.595,1.8775000000000002,0.41,30.05,19.2825,23.9525,12.4975,1.2850000000000001,-2.0525,9.455,12.002500000000001,9.48,18.9975,2.1675,4.735,0.7200000000000001,0.28,78.175,7.800000000000001,29.0475,15.335,1.46,26.84,26.84
eqpa6,14.334999999999999,9.2625,3.3049999999999997,1.365,1.9249999999999998,1.5325,9.5075,7.5575,0.595,1.8775000000000002,0.41,30.05,19.2825,23.9525,12.4975,1.9500000000000002,-3.135,13.5125,18.7975,14.7925,30.06,3.3600000000000003,7.0649999999999995,0.7200000000000001,0.28,78.175,7.800000000000001,29.0475,15.335,1.46,26.84,26.84
eqpa7,14.334999999999999,9.2625,4.7749999999999995,1.365,1.9249999999999998,1.5325,9.5075,7.5575,0.595,1.8775000000000002,0.41,30.05,19.2825,23.9525,12.4975,1.2825,-2.0525,9.2,12.2225,9.625,19.415,2.175,4.68,0.7200000000000001,0.28,78.175,7.800000000000001,29.0475,15.335,1.46,26.84,26.84
eqtl3,26.205,23.175,1.9400000000000002,2.06,3.5,2.9225,9.1725,7.755,0.39999999999999997,1.5474999999999999,2.28,30.990000000000002,22.4175,26.2925,12.445,0.5149999999999999,-0.75,-15.7675,5.675,4.8225,12.3325,1.2725,2.415,0.7549999999999999,0.21249999999999997,29.405,6.035,23.8625,11.9125,10.447499999999998,11.09,11.09
espa3,0.0,0.0,0.4275,1.3275,4.1674999999999995,2.53,8.6125,5.72,0.4125,1.2625,0.1675,44.68750000000001,20.2825,30.01,9.875000000000002,0.3925,-0.64,8.6175,4.445,3.1950000000000003,1.77,1.185,1.185,0.7125,0.2825,7.1225,3.9275,15.5475,10.195,1.4975,5.82,5.82
estr3,0.0,-2.3825,0.0,-0.15250000000000002,1.2100000000000002,-1.8149999999999993,7.367500000000001,-7.847500000000001,0.5675,0.2075,-4.0625,47.817499999999995,8.7775,11.0925,-23.095000000000002,0.7324999999999999,-1.605,-0.39749999999999996,10.505,9.0275,-7.1625000000000005,1.2725,-0.405,2.9675000000000002,-1.9675,0.0,-13.17,-6.637499999999999,-3.1125,-61.2025,2.48,2.48
estr4,0.0,-2.3825,0.0,-0.15250000000000002,1.2100000000000002,-1.8149999999999993,7.367500000000001,-7.847500000000001,0.5675,0.2075,-4.0625,47.817499999999995,8.7775,11.0925,-23.095000000000002,1.3250000000000002,-2.7649999999999997,-0.6900000000000001,3.984999999999999,-13.565000000000001,-11.7425,2.365,-0.6900000000000001,2.9675000000000002,-1.9675,0.0,-13.17,-6.637499999999999,-3.1125,-61.2025,2.48,2.48
eter3,10.0225,-0.3100000000000005,2.6325000000000003,-9.927499999999998,0.5075,0.3075,5.17,4.1975,0.9750000000000001,2.32,2.24,30.612499999999997,20.2275,22.599999999999998,14.055,0.8375,-2.4825,18.2525,4.6675,3.89,-1.5725,0.8475,-21.5675,0.6525000000000001,0.34750000000000003,9.1475,14.2225,-76.4025,25.35,5.875,1.17,1.17
euca3,49.53249999999999,12.05,1.3375,0.315,2.2725,1.3875,9.725,5.6049999999999995,0.675,1.3525,2.4175,31.79,13.2125,19.66,10.014999999999999,0.9949999999999999,-1.46,21.537499999999998,15.4275,8.49,27.965,1.4925000000000002,1.76,0.4475,0.5525,6.11,6.8625,12.537500000000001,9.345,18.105,8.71,8.71
euca4,49.53249999999999,12.05,2.1025,0.315,2.2725,1.3875,9.725,5.6049999999999995,0.675,1.3525,2.4175,31.79,13.2125,19.66,10.014999999999999,0.2525,-0.39,4.1,3.3825000000000003,2.0349999999999997,5.305,0.3775,0.4625,0.4475,0.5525,6.11,6.8625,12.537500000000001,9.345,18.105,8.71,8.71
even3,4.372499999999999,0.9899999999999998,4.2725,0.4925,1.0274999999999999,2.0825,10.870000000000001,17.2075,0.3425,2.3274999999999997,0.5874999999999999,27.835,11.59,8.215,5.4975000000000005,0.36,-1.3275000000000001,0.87,9.844999999999999,15.122499999999999,51.0875,1.1025,1.2774999999999999,0.5725,0.29000000000000004,67.115,2.9074999999999998,7.2325,7.3725000000000005,8.262500000000001,6.7,6.7
eztc3,0.6175000000000002,3.2775000000000003,2.205,0.034493499999999996,-3.3975000000000004,-3.2649999999999997,25.277500000000003,24.222500000000004,0.195,5.6275,1.63,41.06,27.3725,28.4075,38.015,1.5299999999999998,-3.1125,3.7524999999999995,28.674999999999997,27.487500000000004,20.9625,7.937499999999999,1.775,0.1375,0.8475,25.455,7.67,8.68,5.08,18.7625,2.93,2.93
fesa3,22.472499999999997,15.18,4.075,0.21250000000000002,0.48750000000000004,0.30250000000000005,7.820000000000001,5.8325,0.6299999999999999,2.71,5.65,34.277499999999996,25.424999999999997,31.11,20.5825,1.21,-1.8850000000000002,6.135,9.305000000000001,6.937499999999999,16.495,1.9549999999999996,1.7600000000000002,0.3125,0.6875,45.55499999999999,13.9,19.525,18.5175,25.495,7.71,7.71
fesa4,22.472499999999997,15.18,5.7725,0.21250000000000002,0.48750000000000004,0.30250000000000005,7.820000000000001,5.8325,0.6299999999999999,2.71,5.65,34.277499999999996,25.424999999999997,31.11,20.5825,0.9175,-1.46,4.37,6.34,4.83,10.835,1.43,1.3225,0.3125,0.6875,45.55499999999999,13.9,19.525,18.5175,25.495,7.71,7.71
fher3,53.58,-11.704999999999998,0.0,1.0175,0.5275,0.5775,-3.2575,-8.265,1.335,1.5225,4.505,12.1375,3.165,4.9125,14.797500000000001,0.21500000000000002,-0.7424999999999999,0.9375,-3.785,-8.845,-1.2999999999999998,0.155,2.3850000000000002,0.94,0.06,0.0,12.1275,508.545,-17.1875,3.5775,-1205.71,-1205.71
fige3,-11.0,0.0,0.05,0.0,0.0,0.0,0.1175,0.0,0.07,147.055,2.9725,100.0,87.75999999999999,0.0,53.785000000000004,0.0475,-0.0475,3554.785,0.35,0.0,0.685,0.3275,0.0475,0.0027035,0.995,0.9874999999999999,3.6225,3.6574999999999998,4.7675,89.33500000000001,7.51,7.51
fige4,-11.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.0,0.07,147.055,2.9725,100.0,87.75999999999999,0.0,53.785000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027035,0.995,0.9874999999999999,3.6225,3.6574999999999998,4.7675,89.33500000000001,7.51,7.51
fiqe3,0.0,0.0,0.855,0.16749999999999998,0.29750000000000004,0.1875,6.8475,3.955,0.1575,1.1675,0.145,23.91,13.774999999999999,24.4175,9.195,0.5549999999999999,-1.04,2.2175000000000002,6.55,3.7625,10.127500000000001,1.825,0.9775,0.22249999999999998,0.27749999999999997,15.23,2.9400000000000004,5.365,4.4825,1.35,12.35,12.35
flry3,14.195,11.86,4.4675,1.235,2.395,1.4775,23.1025,14.1075,0.58,1.7649999999999997,0.5874999999999999,28.51,17.2725,28.11,8.834999999999999,2.06,-2.98,16.072499999999998,20.705000000000002,12.629999999999999,39.67,3.6100000000000003,6.2925,0.6675,0.3275,157.83,5.1325,15.719999999999999,11.3025,3.8575000000000004,8.64,8.64
fncn3,14.7825,-17.465,0.0,0.0,0.0125,0.09,-6.300000000000001,-33.5625,0.135,15.5225,-0.022499999999999964,98.65,-122.0675,-98.65,-86.82000000000001,0.5025,-1.45,0.8725,-6.3125,-33.6525,-2.1799999999999997,3.05,0.585,0.10750000000000001,0.8975,0.0,-2.8674999999999997,-2.0275,-13.724999999999998,13.120000000000001,12.66,9.75
fras3,18.6825,20.457500000000003,3.2175000000000002,0.725,2.6625,1.9125,14.345,10.3725,0.7675,2.13,0.595,28.2125,10.93,14.8275,7.2124999999999995,0.94,-1.9625,3.6799999999999997,11.6825,8.46,21.4975,1.255,2.4175,0.5900000000000001,0.40750000000000003,86.42999999999999,5.1375,13.927499999999998,9.547500000000001,4.23,14.9,14.9
frio3,0.0,12.094999999999999,0.0,-3.2225000000000006,7.1975,4.7875000000000005,9.1325,6.0375000000000005,0.995,0.7050000000000001,-24.479999999999997,16.825,7.090000000000001,10.3675,-5.6575,0.1225,-0.3125,0.025000000000000015,1.9324999999999999,1.25,1.4725000000000001,0.1275,-0.29,1.4600000000000002,-0.065,0.0,-4.9275,-77.0475,8.32,-27.6075,9.58,9.58
frta3,0.0,-25.534999999999997,0.0,-0.835,-11.287500000000001,13.015,-15.427500000000002,13.5375,0.3625,0.04750000000000001,-0.22249999999999998,25.512500000000003,2.1075,12.385,-16.7475,0.34249999999999997,-0.39,-0.135,-4.137500000000001,0.5149999999999997,11.085,1.0125,-0.16499999999999998,3.06,-2.06,0.0,-2.4725,-3.1125,0.7575000000000007,-32.805,13.27,13.27
gepa3,6.984999999999999,1.2750000000000001,6.507499999999999,0.6625000000000001,1.8675,0.905,10.0475,5.562499999999999,0.3175,0.565,3.1325,48.254999999999995,44.985,63.065,20.825,0.7725,-1.0125,-5.885,7.99,4.5525,-77.42,2.475,1.9425,0.585,0.415,-886.375,6.045,16.285,17.279999999999998,19.17,0.0,0.0
gepa4,6.984999999999999,1.2750000000000001,6.26,0.6625000000000001,1.8675,0.905,10.0475,5.562499999999999,0.3175,0.565,3.1325,48.254999999999995,44.985,63.065,20.825,0.8025000000000001,-1.0474999999999999,-6.0875,8.272499999999999,4.715,-80.0575,2.57,2.0125,0.585,0.415,-886.375,6.045,16.285,17.279999999999998,19.17,0.0,0.0
gett3,0.0,0.0,0.0,0.2625,1.4775,0.8875,3.095,1.86,0.0125,0.2575,0.0525,9.5875,4.8575,8.0875,3.475,0.015,-0.455,0.62,1.615,0.97,2.26,0.315,0.27,0.235,0.015,0.0,0.2025,2.9875,1.715,0.445,10.57,0.0
gett4,0.0,0.0,0.0,0.2625,1.4775,0.8875,3.095,1.86,0.0125,0.2575,0.0525,9.5875,4.8575,8.0875,3.475,0.015,-0.455,0.62,1.615,0.97,2.26,0.315,0.27,0.235,0.015,0.0,0.2025,2.9875,1.715,0.445,10.57,0.0
gfsa3,0.0,-8.715,0.0,281.465,28.080000000000002,5.39,348.8325,98.8,0.195,1.85,-0.3025,22.205,4.2924999999999995,6.1674999999999995,-2.37,0.8099999999999999,-2.6474999999999995,3.3850000000000002,320.75,93.4125,-105.50500000000001,4.6775,99.0575,0.6325000000000001,0.25258075,0.0,-0.5999999999999999,-1173.28,-1.5675000000000001,1.4375,-2.34,-2.34
ggbr3,-0.665,7.977500000000001,7.922499999999999,0.485,1.425,0.9600000000000001,6.945,4.8100000000000005,0.9,2.2875,4.555,18.365000000000002,17.064999999999998,20.9025,10.52,0.535,-0.88,2.455,4.904999999999999,3.42,11.037499999999998,0.6174999999999999,1.06,0.44999999999999996,0.52,34.4225,10.7075,18.64,16.845,20.995,14.42,14.42
ggbr4,-0.665,7.977500000000001,6.5825,0.485,1.425,0.9600000000000001,6.945,4.8100000000000005,0.9,2.2875,4.555,18.365000000000002,17.064999999999998,20.9025,10.52,0.64,-1.06,2.935,5.8325000000000005,4.07,13.0825,0.7375,1.2675,0.44999999999999996,0.52,34.4225,10.7075,18.64,16.845,20.995,14.42,14.42
ggps3,0.0,0.0,0.295,0.5874999999999999,1.8250000000000002,2.4425,8.375,7.83,0.505,1.23,0.33999999999999997,8.35,4.827500000000001,1.0125,2.91,0.6275000000000001,-1.375,2.015,6.5525,5.3875,10.59,0.6225,1.9975,0.345,0.155,7.905,2.95,9.545,5.2875,1.7725,14.62,14.62
gmat3,0.0,0.0,0.0,0.35,1.215,0.955,13.365000000000002,8.05,1.5599999999999998,2.4375,0.2875,17.375,4.5725,2.9875,3.8625000000000003,1.7175,-5.13,3.9075,12.1525,7.095000000000001,14.085,0.7425,3.385,0.3275,0.4175,0.0,8.3425,15.9,11.8375,1.7850000000000001,13.21,13.21
goau3,0.4,7.977500000000001,8.9375,1.205,1.3374999999999997,0.8950000000000001,2.9324999999999997,2.0025000000000004,0.89,2.3475,2.49,18.365000000000002,17.0225,20.8625,3.575,0.1625,-0.2675,0.705,1.4974999999999998,1.0425,9.517500000000002,0.18750000000000003,0.815,0.4475,0.1975,31.085,10.5175,17.505,31.630000000000003,12.8125,31.0,31.0
goau4,0.4,7.977500000000001,8.23,1.205,1.3374999999999997,0.8950000000000001,2.9324999999999997,2.0025000000000004,0.89,2.3475,2.49,18.365000000000002,17.0225,20.8625,3.575,0.175,-0.29000000000000004,0.7675000000000001,1.645,1.1400000000000001,10.42,0.20500000000000002,0.89,0.4475,0.1975,31.085,10.5175,17.505,31.630000000000003,12.8125,31.0,31.0
goll4,0.0,0.10249999999999981,0.0,-0.7575,2.71,4.1899999999999995,2.5375000000000014,35.465,0.7075,0.3125,-1.1625,11.415,-11.870000000000001,4.2975,-50.515,4.7775,-6.5125,-10.377500000000001,-0.1700000000000017,31.2775,-260.2125,7.4825,-6.5200000000000005,2.0625,-1.0625,0.0,-25.98,-21.6725,53.29750000000001,-4.9399999999999995,-24.42,-24.42
gpar3,2.067500000000001,20.355000000000004,8.7125,0.19,0.25,2.875,20.442500000000003,12.5375,0.13,1.675,3.6275,60.4875,99.7375,4.38,74.53999999999999,1.525,-2.0925000000000002,5.359999999999999,20.192500000000003,9.6625,21.1075,10.7975,1.1400000000000001,1.4375,0.1375,64.8825,9.185,17.8375,11.7625,7.885000000000002,7.66,0.0
gpcp3,10.295,25.822499999999998,0.1775,0.74,1.6,3.2474999999999996,5.187500000000001,8.669999999999998,1.2825000000000002,1.7475,2.8525,19.792499999999997,12.8925,13.1725,8.2675,1.1724999999999999,-3.0574999999999997,3.55,6.775,8.467500000000001,9.965,0.9025000000000001,3.58,0.6624999999999999,0.33,12.67,12.8025,32.04,26.810000000000002,11.632499999999999,20.73,20.73
grnd3,-2.3,0.12749999999999995,5.3525,0.037500000000000006,-3.7675,-2.8649999999999998,20.982499999999998,16.2175,0.4875,8.3325,0.575,43.947500000000005,14.817499999999999,19.09,23.3825,1.7974999999999999,-5.285,3.0949999999999998,24.755,19.080000000000002,15.899999999999999,3.71,1.99,0.095,0.905,76.60249999999999,11.4575,12.68,6.8875,4.5375,7.41,7.41
gshp3,0.0,-13.08,27.4075,71.4425,44.0775,39.8375,46.7475,42.2475,0.07750000000000001,1.1325,-105.91499999999999,70.91,42.872499999999995,45.065000000000005,-198.16749999999996,0.06,-0.07500000000000001,-0.7424999999999999,2.6675,2.41,-1.665,0.8499999999999999,11.030000000000001,1.31,-0.30935725000000003,-155.305,-12.6525,-233.035,2.7525,-259.9225,-3.28,-3.28
guar3,-6.5975,5.6825,2.8575000000000004,0.7025000000000001,-3.1850000000000005,1.9425000000000001,-52.935,14.025000000000002,0.5325,1.6225,0.5375,56.43000000000001,4.9575,9.709999999999999,3.5125,0.5275,-1.3725,2.2199999999999998,-49.747499999999995,12.084999999999999,-44.61749999999999,0.98,1.375,0.63,0.37,-19.094999999999985,1.9925,5.097499999999999,2.7674999999999996,10.407499999999999,4.75,4.75
haga3,4.7325,1.1050000000000002,0.0,-0.0925,-5.2,0.0,0.445,0.0,0.5225,1.4,0.455,25.480000000000004,20.247500000000002,0.0,17.0625,0.9375,-5.31,1.75,9.2775,0.0,11.9275,1.8025000000000002,-0.8475,2.4999999999999996,-1.1225,0.0,9.1075,-8.5175,-9.635,-5.5425,2.14,2.14
haga4,4.7325,1.1050000000000002,0.0,-0.0925,-5.2,0.0,0.445,0.0,0.5225,1.4,0.455,25.480000000000004,20.247500000000002,0.0,17.0625,0.375,-2.1025,0.6025,3.835,0.0,5.227499999999999,0.7575000000000001,-0.33,2.4999999999999996,-1.1225,0.0,9.1075,-8.5175,-9.635,-5.5425,2.14,2.14
hapv3,0.0,10.9775,0.365,0.3325,-7.9225,2.725,12.670000000000002,57.735,0.4675,1.095,0.155,33.397499999999994,9.4975,16.2325,6.470000000000001,5.1225,-6.4624999999999995,169.29999999999998,20.59000000000001,55.012499999999996,92.48750000000001,10.02,9.0375,0.45,0.5825,106.3425,3.4924999999999993,6.192500000000001,4.819999999999999,3.4325,1.01,1.01
hbor3,-0.5225,0.054999999999999716,2.4675,1.3800000000000001,40.220000000000006,64.5875,107.89500000000001,183.85999999999999,0.2225,3.0149999999999997,0.2925,21.455,9.655000000000001,11.0325,2.7325,0.31,-1.1425,0.6525,67.67250000000001,119.27250000000001,11.015,1.25,1.4025,0.61,0.2375,13.4175,1.15,1.205,2.585,6.795,5.98,5.98
hbre3,0.0,0.0,0.0,0.525,3.6875,3.96,4.9725,5.155,0.02,1.05,0.48,63.182500000000005,153.7375,156.83,48.879999999999995,0.0875,-0.1,2.58,1.2850000000000001,1.1949999999999998,3.2975,3.4074999999999998,0.19,0.32,0.325,0.0,1.6375000000000002,2.5425,4.4275,11.342500000000001,11.13,11.13
